last_name, first_name,player_id,year,p_era,xbadiff,pitch_hand,n,n_ff_formatted,ff_avg_speed,ff_avg_spin,ff_avg_break_x,ff_avg_break_z,ff_avg_break,ff_range_speed,n_sl_formatted,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,sl_avg_break,sl_range_speed,n_ch_formatted,ch_avg_speed,ch_avg_spin,ch_avg_break_x,ch_avg_break_z,ch_avg_break,ch_range_speed,n_cukc_formatted,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,cu_avg_break,cu_range_speed,n_sift_formatted,si_avg_speed,si_avg_spin,si_avg_break_x,si_avg_break_z,si_avg_break,si_range_speed,n_fc_formatted,fc_avg_speed,fc_avg_spin,fc_avg_break_x,fc_avg_break_z,fc_avg_break,fc_range_speed,n_fs_formatted,fs_avg_speed,fs_avg_spin,fs_avg_break_x,fs_avg_break_z,fs_avg_break,fs_range_speed,n_kn_formatted,kn_avg_speed,kn_avg_spin,kn_avg_break_x,kn_avg_break_z,kn_avg_break,kn_range_speed,
Trivino, Lou,642152,2022,4.53,.035,R,955,18.1,95.6,1992,-9.2,-16,16.9,1.1,23.8,81.9,2558,16.8,-40.2,17,1.3,10.7,87.4,1690,-16.1,-35.4,16.3,1.2,2.3,76.8,2180,12.7,-53.4,14.6,1.3,29.6,95.8,2024,-16.4,-21,18.8,1,15.5,92.3,2277,-2,-25.2,7.8,1.4,,,,,,,,,,,,,,,
VanMeter, Josh,642165,2022,39.00,.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Widener, Taylor,642203,2022,3.63,.059,R,329,67.8,94,2206,-7.2,-15.4,17.4,1.3,20.1,85,2269,5.4,-37.3,6.2,1.3,10.3,84.8,1664,-15.7,-30.6,17.6,1.4,1.2,80.1,2230,6.5,-51.6,10.8,1.4,,,,,,,,0.6,87.7,1962,-4.3,-20.2,16.1,1.5,,,,,,,,,,,,,,,
Williams, Devin,642207,2022,1.93,.004,R,1068,37.7,93.9,2268,-12.2,-14.5,20.7,1.3,,,,,,,,58.1,83.4,2739,-19,-42.7,19.3,1.5,,,,,,,,,,,,,,,4.2,87,2391,3.9,-27.7,9.8,1.9,,,,,,,,,,,,,,,
Yacabonis, Jimmy,642231,2022,8.36,.040,R,292,,,,,,,,,,,,,,,3.4,87.7,1797,-17.3,-33.8,18,1.3,,,,,,,,59.2,93.7,2239,-17.7,-23.3,19.6,1.1,,,,,,,,,,,,,,,,,,,,,,
Yarbrough, Ryan,642232,2022,4.50,.025,L,1355,,,,,,,,,,,,,,,23.9,78.6,1920,16.9,-39.8,17.7,1.1,27,71.3,2168,-15.7,-49.4,16.7,1.6,18.7,86.7,1820,14.2,-25,18.4,1.4,30.3,82.3,2084,-1.9,-34.5,7,1.6,,,,,,,,,,,,,,,
Zastryzny, Rob,642239,2022,6.75,.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soto, Gregory,642397,2022,3.28,.003,L,1102,31.9,98.7,2370,11.2,-14.5,17.7,1.3,21.6,89.3,2385,-1.4,-28.1,6.9,1.8,1,91.8,2154,16.7,-23.8,18.9,1.4,,,,,,,,45.6,98.1,2371,16.7,-18.6,19.5,1.3,,,,,,,,,,,,,,,,,,,,,,
Loaisiga, Jonathan,642528,2022,4.13,-0.011,R,761,1.4,98.2,2428,-9.5,-11.7,19.4,1.4,,,,,,,,15,89.9,1943,-16.9,-23.3,20.2,1.7,20.2,86.9,2624,9.3,-32.8,11.2,1.7,63.3,98,2317,-16.2,-17.2,19.9,1.1,,,,,,,,,,,,,,,,,,,,,,
Barria, Jaime,642545,2022,2.61,-0.025,R,1123,21.1,92,2273,-5.8,-15.7,17.7,1.3,47,85.3,2191,4,-32,7.4,1.7,13.7,85,1611,-13.8,-27.9,17.3,1.8,,,,,,,,18.2,91.7,2148,-11.4,-17.1,19.3,1.5,,,,,,,,,,,,,,,,,,,,,,
Hernandez, Jonathan,642546,2022,2.97,-0.009,R,511,1.2,96.4,2163,-14.1,-24.6,14.9,1.4,36.2,87.3,2520,5.2,-35.2,5.8,1.6,20.5,90.1,2181,-19.4,-28.1,20.3,1.1,,,,,,,,42.1,98,2239,-18.8,-21.2,20.3,1.1,,,,,,,,,,,,,,,,,,,,,,
Peralta, Freddy,642547,2022,3.58,-0.001,R,1353,54.9,92.6,2352,-8.8,-16,18.5,2.2,18.5,80.3,2125,8,-39.1,9.8,1.6,10.4,85.9,1694,-14.7,-33.4,15.3,1.6,16.2,75.8,2067,5.6,-51.4,7.1,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bautista, Felix,642585,2022,2.19,-0.019,R,995,61.3,99.2,2341,-7.3,-8.2,21.1,1.7,12.3,85.2,2458,5.3,-39.1,5.9,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.4,88.4,1110,-7.5,-28.2,10.7,1.8,,,,,,,,
Ogando, Cristofer,642657,2022,4.15,-0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espinal, Raynel,642659,2022,7.71,.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santana, Dennis,642701,2022,5.22,-0.017,R,991,7.3,97.7,2510,-12.8,-13.9,19.8,1.2,40.5,85.8,2675,1.7,-39.4,3.5,1.5,13.3,89.9,2069,-17.2,-25.7,19.2,1.2,,,,,,,,39,96.7,2422,-17.6,-20.5,19.8,1.2,,,,,,,,,,,,,,,,,,,,,,
Acevedo, Domingo,642758,2022,3.33,-0.029,R,1005,42.1,93,2118,-13.6,-18.4,19.2,1.1,34.6,86.5,2123,-7.2,-29.6,10.3,1.3,22.1,86.8,1867,-18,-33.1,18.6,1.2,,,,,,,,1.2,92.2,2142,-18.3,-20.4,22.1,1.4,,,,,,,,,,,,,,,,,,,,,,
Guerra, Javy,642770,2022,5.00,-0.039,R,330,15.5,98.3,2366,-10.4,-10,21.4,1.4,29.4,88.3,2366,2.9,-29.4,7.1,2.1,,,,,,,,,,,,,,,55.2,97.2,2134,-18.4,-18.7,21.3,1.5,,,,,,,,,,,,,,,,,,,,,,
Wynns, Austin,642851,2022,13.50,.100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brault, Steven,643230,2022,3.00,.078,L,157,31.8,91.1,2190,11.3,-18.5,18.7,1.3,31.2,81.9,2163,-8.1,-35.8,10.4,1.5,4.5,85.2,1830,15,-32.5,15.9,1.4,,,,,,,,32.5,90.9,1940,14.3,-24.9,16.5,1.3,,,,,,,,,,,,,,,,,,,,,,
Cimber, Adam,643256,2022,2.80,-0.004,R,1044,35,86.5,2172,-10.9,-31.6,12.3,1.4,35.3,77.8,2473,7.4,-37.5,11.6,1.4,,,,,,,,,,,,,,,29.7,86.5,2140,-12.2,-45.7,15.1,1.1,,,,,,,,,,,,,,,,,,,,,,
Dunn, Justin,643290,2022,6.10,-0.023,R,540,49.6,92.1,2228,-8.2,-15.5,18.8,1.1,24.1,83.5,2357,6.6,-40.8,7.1,1.2,5,87.9,1632,-11.1,-26,14.8,1.4,21.3,79.8,2367,14.8,-43.4,15.1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fry, Paul,643316,2022,6.23,-0.029,L,232,33.2,91.6,2320,4.6,-19.3,14.2,1.2,50,84.1,2711,-12,-42.4,12.8,1,16.8,91.3,2188,13.2,-28.4,14.1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green, Chad,643338,2022,3.00,.017,R,241,63.1,94.6,2410,-4.6,-11.8,19.6,1,,,,,,,,1.2,88.5,1582,-11.1,-23.2,16.2,1.4,35.3,84.5,2474,9.7,-36.5,10.4,1.1,0.4,94,2365,-12.2,-13,22.2,,,,,,,,,,,,,,,,,,,,,,,
Herget, Kevin,643361,2022,7.71,.071,R,111,32.4,92,2142,-7.4,-14.7,19.5,1.5,,,,,,,,36.9,83.5,2029,-16.1,-26.7,20.7,1.3,0.9,82,2330,6.5,-49.5,11,,,,,,,,,29.7,83.7,2178,2.1,-36,4.9,1.4,,,,,,,,,,,,,,,
Jax, Griffin,643377,2022,3.36,-0.008,R,1157,33.7,95.4,2391,-8.6,-13.5,18.8,1.1,,,,,,,,13.7,89.8,1580,-14.2,-28.2,15.5,1.2,4.2,82.6,2736,3,-51.2,11.7,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knight, Dusten,643400,2022,5.73,.008,R,192,20.8,89.5,2198,-1.9,-14.1,20.5,1.3,,,,,,,,37.5,78.6,1465,-11.6,-32.9,16.7,1.5,9.9,77.9,2217,3.4,-57.9,14.3,1.6,,,,,,,,31.8,85.7,2253,5.7,-29.3,10.4,2,,,,,,,,,,,,,,,
Leiter Jr., Mark,643410,2022,3.99,-0.021,R,1086,22.6,91.1,1949,-5.4,-16.5,17.4,1,5.2,79.4,2211,13.5,-43.1,13.9,1.4,,,,,,,,16.7,73.2,2264,7.6,-68.6,18.5,1.2,23.3,90.9,1913,-12.7,-20.6,17.9,1,9.7,87.4,2085,3.2,-29.7,7.2,1.6,22.7,84.2,842,-6.4,-34.1,8.5,1.2,,,,,,,,
Pruitt, Austin,643493,2022,4.23,-0.016,R,809,34.5,91.4,2264,-3.2,-17.9,15.3,1.1,40.7,87.5,2562,5.3,-32.9,6.5,1.2,5.4,86.2,1671,-13.9,-29.2,15.9,1.2,19.4,80.9,2899,8,-52.4,13.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rogers, Tyler,643511,2022,3.57,.013,R,1166,51.9,83.2,1935,-1.5,-53.2,13.4,1.1,46.1,72.1,2300,13.9,-39.3,20.1,1.2,,,,,,,,,,,,,,,2.1,83.5,1877,-9.3,-43.2,10.1,1.5,,,,,,,,,,,,,,,,,,,,,,
Schwindel, Frank,643524,2022,18.00,.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeuch, T.J.,643615,2022,15.19,.121,R,250,2.8,91.9,2180,-9.1,-18.6,16.6,1.4,26.8,80.7,2041,12.6,-38.9,13.4,1.4,12.8,85.6,1676,-14.4,-32.5,15.5,1.6,,,,,,,,40.8,91.9,2130,-16.2,-30.4,16.5,1.3,16.8,86.2,2086,0.6,-31.2,6.8,2,,,,,,,,,,,,,,,
Arano, Victor,644364,2022,4.50,.044,R,678,9.7,94.5,2269,-8.5,-14.8,18.2,1.3,46.9,84.8,2511,0.8,-36.6,3.5,1.5,,,,,,,,,,,,,,,43.4,93.9,2122,-16.9,-21.3,19.7,1.1,,,,,,,,,,,,,,,,,,,,,,
Chang, Yu,644374,2022,13.50,.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Severino, Anderson,644429,2022,6.14,.020,L,133,59.4,96,1950,7.5,-14.2,17.4,1.5,15.8,86.1,2384,-3.7,-33.7,5.5,1.7,10.5,86,1269,8.3,-28.6,11.8,1.7,9,79,2548,-7.4,-53.7,12.6,1.4,5.3,97.1,2110,14,-12.1,22.2,1.4,,,,,,,,,,,,,,,,,,,,,,
Alcantara, Sandy,645261,2022,2.28,-0.003,R,3248,25.2,98,2200,-12,-14.9,18.4,1.3,22,90,2355,0.3,-30.5,4.2,1.7,27.7,91.8,2056,-16.8,-28.9,17.3,1.3,0.3,86.2,2350,2.4,-39.3,3.8,1.5,24.8,97.8,2293,-17.7,-21.3,19.3,1.3,,,,,,,,,,,,,,,,,,,,,,
Diaz, Jhonathan,646242,2022,2.93,-0.019,L,236,26.3,91.4,2145,11.4,-19.9,17.5,1.2,25.4,80.6,2736,-13,-40.5,13.6,1.6,16.1,80.7,1788,13.3,-40.3,13.6,1.9,8.5,74.7,2699,-9.8,-61.9,16,1.7,23.7,88.7,2132,16.9,-30.3,17.7,1.5,,,,,,,,,,,,,,,,,,,,,,
Pop, Zach,647315,2022,2.77,.016,R,536,,,,,,,,22.9,85,2406,7.9,-38.6,8.3,2,0.2,89.3,1927,-10.2,-30.5,10.7,,,,,,,,,76.9,96.5,2069,-17,-24.5,17.9,1.3,,,,,,,,,,,,,,,,,,,,,,
Wells, Alex,649144,2022,4.91,.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruiz, Norge,650204,2022,7.11,.044,R,366,44,93.1,2250,-1.9,-20,11.8,1.3,38,86.7,2584,6.3,-34.4,7.3,1.7,18,85.4,1784,-7.6,-31.3,10.1,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hernandez, Darwinzon,650382,2022,21.60,.109,L,182,61,94.3,2358,3.3,-17,14.2,1.4,25.8,84.2,2527,-5.3,-37.1,6,1.6,,,,,,,,13.2,78.3,2901,-16.4,-54,18.7,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mejia, J.C.,650496,2022,23.14,.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garcia, Bryan,650530,2022,3.54,-0.050,R,317,,,,,,,,23.7,85.6,2187,4.5,-33.3,6.4,1.5,27.1,85.5,1923,-16.9,-30.6,18.4,2,,,,,,,,49.2,92.9,2113,-11.9,-16.2,19.7,1.4,,,,,,,,,,,,,,,,,,,,,,
Abreu, Bryan,650556,2022,1.94,.011,R,1019,45,97.2,2312,-6.3,-12,18.4,1.5,44,88.4,2765,8.2,-37.8,9.5,1.6,0.3,89.7,1806,-12.2,-21.6,18.3,1.5,10.3,84.5,2942,11.3,-46.2,14,1.4,0.4,96,2478,-15.2,-18,19.4,1.4,,,,,,,,,,,,,,,,,,,,,,
King, Michael,650633,2022,2.29,-0.015,R,768,22.7,96.4,2433,-7.1,-12.8,18.3,1.4,,,,,,,,9.6,88.3,2152,-17.8,-27.4,19.5,1.5,,,,,,,,37.2,95.5,2375,-16.9,-23.4,18.4,1.4,,,,,,,,,,,,,,,,,,,,,,
Civale, Aaron,650644,2022,4.92,.003,R,1587,8.8,90.7,2354,-2.1,-16,17.3,1.2,1.8,81.6,2781,9.3,-43,11.2,1.6,,,,,,,,27.5,75.9,2971,11.7,-65.8,21.3,1.4,21.9,91.3,2312,-12.2,-21.2,17,1.2,34.8,86.3,2612,6.6,-32.3,8.3,1.5,3.6,85.5,1843,-12,-29.4,14.5,1.4,,,,,,,,
Quijada, Jose,650671,2022,3.98,.004,L,691,84.9,94.5,2206,6,-15.2,16.7,1.5,4.2,81.3,2525,-11,-40.8,11.7,1.6,10.9,86.9,1649,16.3,-31.3,17.2,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabrera, Genesis,650893,2022,4.63,-0.029,L,736,34.2,96.1,2232,7.5,-11.8,19.5,1.4,1,87.4,2160,-3.7,-31.1,6,1.5,17.7,90.2,1768,14.9,-23.2,18.3,1.4,29.6,79.3,2402,-9.1,-53.8,13.9,1.3,17.5,95.9,2204,14.6,-15.6,20.4,1.4,,,,,,,,,,,,,,,,,,,,,,
Castillo, Diego,650895,2022,3.64,.002,R,839,5.6,95.7,1968,-11.9,-18.9,16.3,1.2,63.3,88.4,2260,0.2,-28.8,6.4,1.6,,,,,,,,,,,,,,,31.1,95.1,1998,-17.3,-25.3,18.2,1.3,,,,,,,,,,,,,,,,,,,,,,
Sanchez, Cristopher,650911,2022,5.63,.001,L,662,,,,,,,,18.9,84.8,1912,-1.8,-38.1,3.3,1.4,20.1,84.4,1914,17,-37.3,17.2,1.5,,,,,,,,61,93,2061,17.8,-23.5,19.8,1.3,,,,,,,,,,,,,,,,,,,,,,
Diplan, Marcos,650959,2022,1.59,-0.042,R,122,51.6,93,2272,-0.5,-14.3,17.4,1.3,18.9,85.1,2501,5.5,-32.9,8.5,1.3,12.3,86.2,1549,-8.7,-27.4,12.7,1.5,17.2,80.7,2663,7.2,-48,9.8,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duarte, Daniel,650960,2022,10.13,.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodriguez, Manuel,655889,2022,3.29,-0.070,R,203,15.3,95.1,2311,-3.6,-14.7,16,1.4,34.5,87.2,2317,2.7,-40.6,5.9,1.4,1.5,83.8,1427,-12.4,-33.2,14,1.5,,,,,,,,48.8,95.9,2120,-13.3,-20,16.5,1.3,,,,,,,,,,,,,,,,,,,,,,
Zabala, Aneurys,656008,2022,0.00,-0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abreu, Albert,656061,2022,3.26,.009,R,707,12.2,97.6,2164,-10.6,-12.9,19.2,1.3,29.3,88.6,2265,2.5,-29.3,6.4,1.6,10,88,1914,-16.6,-26.6,19,1.4,,,,,,,,48.5,98.5,2200,-14.7,-15.1,19.8,1.3,,,,,,,,,,,,,,,,,,,,,,
Beeks, Jalen,656222,2022,2.80,-0.004,L,999,48.2,95,2122,5.1,-12.5,18.7,1.2,1.3,82.1,2258,-2.8,-42.9,4.4,1.5,49.2,90.3,1933,16.6,-25.3,18.8,1.2,,,,,,,,,,,,,,,1.2,87.5,2255,-2.1,-28.6,7.7,1.5,,,,,,,,,,,,,,,
Bielak, Brandon,656232,2022,3.65,.019,R,226,35,93.4,2421,-7.3,-13.9,19.1,1.1,14.2,82.8,2344,11.6,-41.7,12.1,1.2,12.4,87.3,1745,-16.2,-28.8,17.9,1.3,14.2,79.8,2337,5.7,-58.4,16.1,1.3,24.3,93.2,2219,-16.2,-21.9,19.1,1,,,,,,,,,,,,,,,,,,,,,,
Bird, Jake,656234,2022,4.91,-0.006,R,745,,,,,,,,,,,,,,,2,88,1730,-10.4,-34.4,11.1,1.4,15.2,81.7,2832,14.4,-50,17,1.1,57.7,95,1951,-11.1,-30,11.2,0.9,25.1,91.4,2354,0.6,-24.9,8,1.2,,,,,,,,,,,,,,,
Brigham, Jeff,656257,2022,3.38,.007,R,419,42.5,94.5,2276,-11.7,-15.1,19.8,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke, Brock,656271,2022,1.97,-0.008,L,1330,63.2,95,2280,10.3,-14,19.5,1.2,19.9,87.2,2158,-0.9,-30.7,6.5,2.7,13.2,88.1,1991,16.9,-26.8,19.1,1.3,,,,,,,,3.7,93.5,2048,16.3,-18.7,20.9,1.4,,,,,,,,,,,,,,,,,,,,,,
Carlton, Drew,656290,2022,2.08,-0.122,R,120,25.8,91.4,2028,-12.1,-20.7,17.2,1.4,20,79.9,2258,6,-43.9,6.3,1.4,17.5,84.6,1880,-15.4,-32.2,16.6,1.3,,,,,,,,36.7,90.8,1911,-16,-26.3,17.5,1.3,,,,,,,,,,,,,,,,,,,,,,
Cease, Dylan,656302,2022,2.20,.006,R,3120,39.8,96.8,2507,-3,-10.3,19.3,1.2,42.9,87.4,2833,4,-35,5,1.8,2.4,77.9,1720,-8.3,-29.9,17.5,2.8,13.9,81.1,2697,3.6,-59.1,17.7,2.1,1,96.5,2492,-7.8,-10.8,20.4,1.3,,,,,,,,,,,,,,,,,,,,,,
Coonrod, Sam,656322,2022,7.82,.036,R,236,34.7,97,2231,-10.6,-13,19.4,1.1,16.1,92.9,2288,0,-22.8,9.3,1.4,10.6,89.6,1506,-14.7,-30.8,15.4,1.4,8.1,85.4,2573,10.8,-31.2,13,1.4,30.5,96.4,2021,-15.7,-19.1,18.8,1.1,,,,,,,,,,,,,,,,,,,,,,
Davidson, Tucker,656353,2022,6.75,.016,L,912,41.7,93.1,2017,3.5,-14.3,17.8,1.6,44,86.6,2294,-5.9,-37.1,6.6,1.9,4.5,85.4,1727,13.6,-26.4,17.8,1.5,8,78.1,2473,-8,-53.9,12.1,2.1,1.3,93.1,1960,11.7,-15.8,19.9,1.4,,,,,,,,0.5,85.2,1212,-5.6,-41.3,7.2,1.6,,,,,,,,
Davis, Austin,656354,2022,5.79,.019,L,1118,43,94.1,2254,10.3,-15.7,18.6,1.5,,,,,,,,16,86.3,1896,15.9,-29.1,17.8,1.6,0.3,79.5,2415,-12.3,-50.9,14.2,1.4,2.6,93.6,2124,14.9,-21.5,18,1.5,,,,,,,,,,,,,,,,,,,,,,
Faedo, Alex,656412,2022,5.53,.016,R,967,51.8,92.7,2180,-11,-14.9,20.4,1.4,35,85,2486,2.8,-35,4.5,1.4,13.2,86.2,1946,-15.8,-25.8,19.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feyereisen, J.P.,656420,2022,0.00,-0.095,R,344,44.5,92.2,2345,-3.9,-12.2,20.7,1,29.1,84,2715,8.2,-37.5,8.8,1.3,26.5,87.1,1456,-14.5,-32.9,15.2,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flaherty, Jack,656427,2022,4.25,.016,R,662,48.2,93.3,2280,-3.6,-17.5,14.5,1.9,25.2,83.8,2435,7.4,-37.6,7.9,1.6,0.8,86.2,1714,-12.2,-29.5,14.3,1.5,16.5,77.2,2396,13.6,-56.6,17.2,1.7,6,91,2012,-11.5,-24.8,14.3,1.4,3.3,88.2,2274,5.3,-28.8,8.2,1.4,,,,,,,,,,,,,,,
Gilbert, Tyler,656457,2022,5.24,-0.052,L,564,22.7,89.5,2098,7,-18.9,17.1,1.4,,,,,,,,,,,,,,,11.3,76.2,2497,-6.6,-60.3,14.7,1.8,18.3,89.7,2026,14.1,-22,18.6,1.4,34.8,86.2,2219,-2.5,-26,11.1,1.6,12.9,81.7,1431,11.6,-30.5,15.9,1.7,,,,,,,,
Gilbreath, Lucas,656458,2022,4.19,.006,L,796,73.2,93.8,2371,0.6,-15.1,16.1,1.5,25.6,82.7,2392,-3.8,-42.7,5.7,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,85,1188,6.4,-28.8,11.5,1.5,,,,,,,,
Ginkel, Kevin,656464,2022,3.38,.033,R,479,62,96.4,2352,-11.2,-14.8,18.7,1.3,37.8,85.4,2169,1.4,-41.1,4.2,1.3,0.2,84.2,1826,-12.8,-31.8,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Griffin, Foster,656492,2022,8.53,-0.034,L,111,24.3,93.6,2065,4.9,-15.5,16.5,1.4,,,,,,,,13.5,85.1,1832,13.9,-29,16.5,1.4,17.1,79.8,2203,-7.1,-58.1,16.7,1.6,,,,,,,,45,88.9,2211,-4.9,-28.2,8.3,1.6,,,,,,,,,,,,,,,
Hentges, Sam,656529,2022,2.32,-0.020,L,944,36.9,95.7,2219,8.4,-15.1,17.2,1.4,15.9,88,2317,-3.5,-33.2,5.3,1.9,,,,,,,,21.2,81.3,2514,-6.3,-55.5,15.5,1.3,26.1,95.7,2155,14.1,-19.7,17.6,1.3,,,,,,,,,,,,,,,,,,,,,,
Hoffman, Jeff,656546,2022,3.83,.014,R,848,52,94.2,2457,-10.7,-13.8,20.3,1,23.7,81.2,2691,10.9,-46.3,12.2,1.2,24.3,87.7,1523,-14.4,-28.1,16.5,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holloway, Jordan,656548,2022,3.38,.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houck, Tanner,656557,2022,3.15,-0.015,R,918,23.5,95.2,2137,-10.4,-20.9,14,1.1,40.8,85.4,2556,11.1,-37,11.5,1.1,,,,,,,,,,,,,,,29.6,94.5,2047,-16.6,-31.6,16.9,1.3,,,,,,,,6,87.6,1656,-14.8,-34.1,15.5,1.3,,,,,,,,
Jackson, Andre,656578,2022,1.86,.023,R,156,36.5,95.1,2192,-9.7,-13.5,19.4,1.3,6.4,89.1,2180,1.1,-24.8,9.4,1.5,53.8,84.9,1764,-13.1,-30.4,15.6,1.1,3.2,80.8,1901,3.4,-56.8,15.3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keller, Mitch,656605,2022,3.91,.013,R,2661,33.2,95.5,2422,-7.3,-15.2,16.7,1.6,6.3,87.1,2452,4.9,-36.2,5.9,1.8,6.6,91.2,1632,-14.8,-28.1,15.8,1.6,15.4,78.7,2576,11.2,-60,19,1.9,22.2,94.4,2369,-14.8,-19.7,18.6,1.4,,,,,,,,,,,,,,,,,,,,,,
Kopech, Michael,656629,2022,3.54,-0.018,R,2011,61.8,94.9,2529,-9.9,-11.9,21.2,1.8,26.8,84.3,2389,4.7,-40.2,5.9,2.2,1.2,85.2,1630,-13.1,-27.4,17,1.8,10.2,78.4,2398,8,-51.8,11,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lange, Alex,656638,2022,3.41,.001,R,1046,3.3,95.7,2247,-9.5,-15.7,17.5,1.2,,,,,,,,19.5,89.7,1699,-16.5,-31.4,16.9,1.2,48.8,85.5,2186,0.6,-42.9,5.9,1.2,28.5,96.2,2221,-15.8,-20.4,18.5,1,,,,,,,,,,,,,,,,,,,,,,
Logue, Zach,656657,2022,6.79,.019,L,1022,49.2,90.1,2011,10.1,-20,17.2,1.1,,,,,,,,13.6,82,1873,15.2,-40.6,15.3,1.3,15.8,77.5,2425,-10.4,-42.4,11.4,1.5,,,,,,,,21.4,85.9,2237,1.5,-29.1,8.8,1.3,,,,,,,,,,,,,,,
Martin, Brett,656685,2022,4.14,.007,L,750,10.3,93.5,2149,5.4,-17.2,15.2,1.2,18.1,86.8,2207,-2.6,-33.2,4.8,1.4,,,,,,,,36.5,82.8,2250,-1.9,-47.9,8.3,1.4,35.1,93.5,2200,14.4,-18.8,19.3,1.1,,,,,,,,,,,,,,,,,,,,,,
Martin, Corbin,656686,2022,4.84,-0.009,R,429,54.8,94,2304,-6.3,-14.3,18.1,1.3,11.2,88.9,2292,4,-26.7,9.1,1.5,16.6,87.8,1987,-16.1,-32.5,16.7,1.4,17.5,84.1,2451,7.4,-40.8,8.5,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megill, Trevor,656730,2022,4.80,.014,R,774,54.9,98.1,2445,-4.2,-11.8,17.3,1.4,13.7,88.5,2747,6.3,-39.2,8.4,1.2,,,,,,,,30.9,83.4,2759,7.6,-56.2,18.2,1.7,0.5,98.6,2534,-10.7,-10.8,20.6,1.4,,,,,,,,,,,,,,,,,,,,,,
Megill, Tylor,656731,2022,5.13,.000,R,791,57,95.7,2171,-7.2,-13.5,18.3,1.5,20.4,85.2,2295,4.2,-38.8,5.8,1.9,18.2,89.1,1546,-15.3,-27.4,17.1,1.8,2.5,80.1,2369,6.4,-53.2,12.4,1.5,,,,,,,,1.9,87.4,2220,1.7,-32.5,4.5,1.9,,,,,,,,,,,,,,,
Montes de Oca, Bryce,656755,2022,10.80,.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montgomery, Jordan,656756,2022,3.48,-0.023,L,2715,17.1,93,2305,8.7,-16.8,17.4,1.3,,,,,,,,22.2,82.3,1678,10.9,-28.5,16.3,1.3,22.2,80.2,2263,-2.9,-47.7,6.2,1.7,34.5,93,2211,16.9,-21.9,19.7,1.4,3.9,88.3,2386,0,-25.8,9.7,1.9,,,,,,,,,,,,,,,
